,Name,Team,Position,Height,Weight,Age
417,Gregg_Zaun,TOR,Catcher,70,190.0,35.88
418,Jason_Phillips,TOR,Catcher,73,177.0,30.42
419,Lyle_Overbay,TOR,First_Baseman,74,227.0,30.09
420,Russ_Adams,TOR,Second_Baseman,73,180.0,26.5
421,Aaron_Hill,TOR,Second_Baseman,71,195.0,24.94
422,Jason_Smith,TOR,Second_Baseman,75,199.0,29.6
423,John_McDonald,TOR,Shortstop,71,175.0,32.43
424,Royce_Clayton,TOR,Shortstop,72,185.0,37.16
425,Troy_Glaus,TOR,Third_Baseman,77,240.0,30.57
426,John_Hattig,TOR,Third_Baseman,74,210.0,27.01
427,Reed_Johnson,TOR,Outfielder,70,180.0,30.23
428,Alex_Rios,TOR,Outfielder,77,194.0,26.03
429,Vernon_Wells,TOR,Outfielder,73,225.0,28.23
430,Frank_Thomas,TOR,Designated_Hitter,77,275.0,38.76
431,Adam_Lind,TOR,Designated_Hitter,74,195.0,23.62
432,Shaun_Marcum,TOR,Starting_Pitcher,72,180.0,25.21
433,Casey_Janssen,TOR,Starting_Pitcher,76,205.0,25.45
434,Gustavo_Chacin,TOR,Starting_Pitcher,71,193.0,26.24
435,A.J._Burnett,TOR,Starting_Pitcher,76,230.0,30.15
436,Roy_Halladay,TOR,Starting_Pitcher,78,230.0,29.8
437,John_Thomson,TOR,Starting_Pitcher,75,220.0,33.41
438,Tomo_Ohka,TOR,Starting_Pitcher,73,200.0,30.95
439,B.J._Ryan,TOR,Relief_Pitcher,78,249.0,31.17
440,Scott_Downs,TOR,Relief_Pitcher,74,190.0,30.95
441,Brian_Tallet,TOR,Relief_Pitcher,79,208.0,29.44
442,Matt_Roney,TOR,Relief_Pitcher,75,245.0,27.14
443,Tracy_Thorpe,TOR,Relief_Pitcher,76,250.0,26.21
444,Jean_Machi,TOR,Relief_Pitcher,72,160.0,24.08
445,Brandon_League,TOR,Relief_Pitcher,75,192.0,23.96
446,Dustin_McGowan,TOR,Relief_Pitcher,75,220.0,24.94
447,Jason_Frasor,TOR,Relief_Pitcher,70,170.0,29.56
448,Francisco_Rosario,TOR,Relief_Pitcher,72,197.0,26.42
449,Davis_Romero,TOR,Relief_Pitcher,70,155.0,23.92
450,Jeremy_Accardo,TOR,Relief_Pitcher,74,190.0,25.23
451,Mike_Redmond,MIN,Catcher,71,200.0,35.82
452,Joe_Mauer,MIN,Catcher,76,220.0,23.87
453,Chris_Heintz,MIN,Catcher,73,210.0,32.57
454,Justin_Morneau,MIN,First_Baseman,76,228.0,25.79
455,Luis_Castillo,MIN,Second_Baseman,71,190.0,31.47
456,Alexi_Casilla,MIN,Second_Baseman,69,160.0,22.61
457,Alejandro_Machado,MIN,Second_Baseman,72,184.0,24.85
458,Jason_Bartlett,MIN,Shortstop,72,180.0,27.33
459,Luis_Rodriguez,MIN,Third_Baseman,69,180.0,26.67
460,Jeff_Cirillo,MIN,Third_Baseman,73,200.0,37.43
461,Nick_Punto,MIN,Third_Baseman,69,176.0,29.31
462,Jason_Tyner,MIN,Outfielder,73,160.0,29.85
463,Michael_Cuddyer,MIN,Outfielder,74,222.0,27.93
464,Torii_Hunter,MIN,Outfielder,74,211.0,31.62
465,Lew_Ford,MIN,Outfielder,72,195.0,30.55
466,Jason_Kubel,MIN,Outfielder,71,200.0,24.77
467,Josh_Rabe,MIN,Designated_Hitter,74,210.0,28.38
468,Rondell_White,MIN,Designated_Hitter,73,225.0,35.02
469,Ramon_Ortiz,MIN,Starting_Pitcher,72,175.0,33.77
470,Johan_Santana,MIN,Starting_Pitcher,72,206.0,27.97
471,Carlos_Silva,MIN,Starting_Pitcher,76,240.0,27.85
472,Matt_Garza,MIN,Starting_Pitcher,76,185.0,23.26
473,Boof_Bonser,MIN,Starting_Pitcher,76,260.0,25.38
474,Francisco_Liriano,MIN,Starting_Pitcher,74,185.0,23.35
475,Scott_Baker,MIN,Starting_Pitcher,76,221.0,25.45
476,Pat_Neshek,MIN,Relief_Pitcher,75,205.0,26.49
477,Glen_Perkins,MIN,Relief_Pitcher,71,200.0,24.0
478,Julio_DePaula,MIN,Relief_Pitcher,72,170.0,24.16
479,Juan_Rincon,MIN,Relief_Pitcher,71,201.0,28.1
480,Jesse_Crain,MIN,Relief_Pitcher,73,205.0,25.65
481,Matt_Guerrier,MIN,Relief_Pitcher,75,185.0,28.58
482,Joe_Nathan,MIN,Relief_Pitcher,76,205.0,32.27
483,Dennys_Reyes,MIN,Relief_Pitcher,75,245.0,29.86
484,Brayan_Pe?a,ATL,Catcher,71,220.0,25.14
485,Brian_McCann,ATL,Catcher,75,210.0,23.03
486,Craig_Wilson,ATL,First_Baseman,74,220.0,30.25
487,Chris_Woodward,ATL,Second_Baseman,72,185.0,30.67
488,Pete_Orr,ATL,Second_Baseman,73,175.0,27.73
489,Martin_Prado,ATL,Second_Baseman,73,170.0,23.34
490,Tony_Pe?a,ATL,Shortstop,73,180.0,25.94
491,Edgar_Renteria,ATL,Shortstop,73,200.0,31.56
492,Chipper_Jones,ATL,Third_Baseman,76,210.0,34.85
493,Willy_Aybar,ATL,Third_Baseman,72,175.0,23.98
494,Jeff_Francoeur,ATL,Outfielder,76,220.0,23.14
495,Matt_Diaz,ATL,Outfielder,73,206.0,28.99
496,Kelly_Johnson,ATL,Outfielder,73,180.0,25.02
497,Andruw_Jones,ATL,Outfielder,73,210.0,29.85
498,Ryan_Langerhans,ATL,Outfielder,75,195.0,27.03
499,Scott_Thorman,ATL,Outfielder,75,200.0,25.15
500,T.J._Bohn,ATL,Outfielder,77,200.0,27.12
501,Tim_Hudson,ATL,Starting_Pitcher,73,164.0,31.63
502,Jonathan_Johnson,ATL,Starting_Pitcher,72,180.0,32.62
503,John_Smoltz,ATL,Starting_Pitcher,75,220.0,39.79
504,Mike_Hampton,ATL,Starting_Pitcher,70,195.0,34.47
505,Kyle_Davies,ATL,Starting_Pitcher,74,205.0,23.47
506,Chuck_James,ATL,Starting_Pitcher,72,170.0,25.31
507,Phil_Stockman,ATL,Relief_Pitcher,80,240.0,27.1
508,Macay_McBride,ATL,Relief_Pitcher,71,210.0,24.35
509,Joey_Devine,ATL,Relief_Pitcher,71,195.0,23.45
510,Peter_Moylan,ATL,Relief_Pitcher,74,200.0,28.24
511,Mike_Gonzalez,ATL,Relief_Pitcher,74,205.0,28.77
512,Lance_Cormier,ATL,Relief_Pitcher,73,192.0,26.53
513,Blaine_Boyer,ATL,Relief_Pitcher,75,190.0,25.64
514,Manny_Acosta,ATL,Relief_Pitcher,76,170.0,25.83
515,Bob_Wickman,ATL,Relief_Pitcher,73,240.0,38.06
516,Tanyon_Sturtze,ATL,Relief_Pitcher,77,200.0,36.38
517,Oscar_Villarreal,ATL,Relief_Pitcher,72,205.0,25.27
518,Rafael_Soriano,ATL,Relief_Pitcher,73,175.0,27.2
519,Chad_Paronto,ATL,Relief_Pitcher,77,250.0,31.59
520,Tyler_Yates,ATL,Relief_Pitcher,76,220.0,29.56
521,Henry_Blanco,CHC,Catcher,71,224.0,35.5
522,Michael_Barrett,CHC,Catcher,75,210.0,30.35
523,Geovany_Soto,CHC,Catcher,73,195.0,24.11
524,Scott_Moore,CHC,First_Baseman,74,180.0,23.29
525,Derrek_Lee,CHC,First_Baseman,77,245.0,31.48
526,Ryan_Theriot,CHC,Second_Baseman,71,175.0,27.23
527,Ronny_Cedeno,CHC,Shortstop,72,180.0,24.07
528,Aramis_Ramirez,CHC,Third_Baseman,73,215.0,28.68
529,Cesar_Izturis,CHC,Third_Baseman,69,175.0,27.05
530,Alfonso_Soriano,CHC,Outfielder,73,180.0,31.15
531,Jacque_Jones,CHC,Outfielder,70,195.0,31.85
532,Daryle_Ward,CHC,Outfielder,74,230.0,31.68
533,Cliff_Floyd,CHC,Outfielder,76,230.0,34.23
534,Mark_DeRosa,CHC,Outfielder,73,205.0,32.01
535,Matt_Murton,CHC,Outfielder,73,215.0,25.41
536,Buck_Coats,CHC,Outfielder,75,195.0,24.73
537,Angel_Pagan,CHC,Outfielder,73,180.0,25.66
538,Sean_Marshall,CHC,Starting_Pitcher,79,205.0,24.5
539,Carlos_Marmol,CHC,Starting_Pitcher,74,180.0,24.38
540,Ryan_O'Malley,CHC,Starting_Pitcher,73,190.0,26.89
541,Juan_Mateo,CHC,Starting_Pitcher,74,180.0,24.2
542,Rich_Hill,CHC,Starting_Pitcher,77,190.0,26.97
543,Angel_Guzman,CHC,Starting_Pitcher,75,190.0,25.21
544,Wade_Miller,CHC,Starting_Pitcher,74,220.0,30.46
545,Jason_Marquis,CHC,Starting_Pitcher,73,210.0,28.53
546,Carlos_Zambrano,CHC,Starting_Pitcher,77,255.0,25.75
547,Ted_Lilly,CHC,Starting_Pitcher,73,190.0,31.15
548,Mark_Prior,CHC,Starting_Pitcher,77,230.0,26.48
549,Neal_Cotts,CHC,Relief_Pitcher,74,200.0,26.93
550,Will_Ohman,CHC,Relief_Pitcher,74,205.0,29.55
551,Scott_Eyre,CHC,Relief_Pitcher,73,210.0,34.75
552,Kerry_Wood,CHC,Relief_Pitcher,77,225.0,29.71
553,Ryan_Dempster,CHC,Relief_Pitcher,74,215.0,29.83
554,Bob_Howry,CHC,Relief_Pitcher,77,220.0,33.57
555,Mike_Wuertz,CHC,Relief_Pitcher,75,205.0,28.21
556,Roberto_Novoa,CHC,Relief_Pitcher,77,200.0,27.54
557,Chris_Snyder,ARZ,Catcher,75,220.0,26.05
558,Miguel_Montero,ARZ,Catcher,71,197.0,23.64
559,Conor_Jackson,ARZ,First_Baseman,74,225.0,24.82
560,Robby_Hammock,ARZ,First_Baseman,70,187.0,29.8
561,Tony_Clark,ARZ,First_Baseman,79,245.0,34.71
562,Orlando_Hudson,ARZ,Second_Baseman,72,185.0,29.22
563,Stephen_Drew,ARZ,Shortstop,72,185.0,23.96
564,Alberto_Callaspo,ARZ,Shortstop,70,175.0,23.87
565,Chad_Tracy,ARZ,Third_Baseman,74,200.0,26.77
566,Chris_Young,ARZ,Outfielder,74,180.0,23.49
567,Scott_Hairston,ARZ,Outfielder,72,188.0,26.77
568,Carlos_Quentin,ARZ,Outfielder,73,225.0,24.51
569,Jeff_DaVanon,ARZ,Outfielder,72,200.0,33.23
570,Eric_Byrnes,ARZ,Outfielder,74,210.0,31.04
571,Livan_Hernandez,ARZ,Starting_Pitcher,74,245.0,32.02
572,Doug_Davis,ARZ,Starting_Pitcher,76,213.0,31.44
573,Randy_Johnson,ARZ,Starting_Pitcher,82,231.0,43.47
574,Juan_Cruz,ARZ,Starting_Pitcher,74,165.0,28.38
575,Brandon_Webb,ARZ,Starting_Pitcher,74,228.0,27.81
576,Enrique_Gonzalez,ARZ,Starting_Pitcher,70,210.0,24.57
577,Dana_Eveland,ARZ,Starting_Pitcher,73,250.0,23.34
578,Brandon_Medders,ARZ,Relief_Pitcher,73,191.0,27.09
579,Tony_Pe?a,ARZ,Relief_Pitcher,74,190.0,25.14
580,Doug_Slaten,ARZ,Relief_Pitcher,77,200.0,27.07
581,Edgar_Gonzalez,ARZ,Relief_Pitcher,72,215.0,24.02
582,Jose_Valverde,ARZ,Relief_Pitcher,76,254.0,27.6
583,Jorge_Julio,ARZ,Relief_Pitcher,73,232.0,27.99
584,Brandon_Lyon,ARZ,Relief_Pitcher,73,180.0,27.56
585,Miguel_Olivo,FLA,Catcher,72,215.0,28.63
586,Matt_Treanor,FLA,Catcher,74,220.0,30.99
587,Mike_Jacobs,FLA,First_Baseman,74,180.0,26.33
588,Dan_Uggla,FLA,Second_Baseman,71,200.0,26.97
589,Robert_Andino,FLA,Shortstop,72,170.0,22.85
590,Hanley_Ramirez,FLA,Shortstop,75,195.0,23.19
591,Miguel_Cabrera,FLA,Third_Baseman,74,210.0,23.87
592,Aaron_Boone,FLA,Third_Baseman,74,200.0,33.98
593,Joe_Borchard,FLA,Outfielder,77,220.0,28.26
594,Alfredo_Amezaga,FLA,Outfielder,70,165.0,29.12
595,Cody_Ross,FLA,Outfielder,71,180.0,26.18
596,Josh_Willingham,FLA,Outfielder,73,200.0,28.03
597,Jeremy_Hermida,FLA,Outfielder,76,200.0,23.08
598,Eric_Reed,FLA,Outfielder,71,170.0,26.24
599,Reggi_Abercrombie,FLA,Outfielder,75,224.0,26.63
600,Ricky_Nolasco,FLA,Starting_Pitcher,74,220.0,24.21
601,Anibal_Sanchez,FLA,Starting_Pitcher,72,180.0,23.01
602,Scott_Olsen,FLA,Starting_Pitcher,76,198.0,23.13
603,Josh_Johnson,FLA,Starting_Pitcher,79,240.0,23.08
604,Dontrelle_Willis,FLA,Starting_Pitcher,76,239.0,25.13
605,Logan_Kensing,FLA,Relief_Pitcher,73,185.0,24.66
606,Sergio_Mitre,FLA,Relief_Pitcher,76,210.0,26.03
607,Kevin_Gregg,FLA,Relief_Pitcher,78,220.0,28.7
608,Travis_Bowyer,FLA,Relief_Pitcher,75,200.0,25.57
609,Renyel_Pinto,FLA,Relief_Pitcher,76,195.0,24.65
610,Randy_Messenger,FLA,Relief_Pitcher,72,220.0,25.55
611,Yusmeiro_Petit,FLA,Relief_Pitcher,72,230.0,22.27
612,Carlos_Martinez,FLA,Relief_Pitcher,73,170.0,24.76
613,Taylor_Tankersley,FLA,Relief_Pitcher,73,220.0,23.98
614,Henry_Owens,FLA,Relief_Pitcher,75,230.0,27.85
615,Jose_Garcia,FLA,Relief_Pitcher,71,165.0,22.14
616,Matt_Lindstrom,FLA,Relief_Pitcher,76,205.0,27.05
617,Javier_Valentin,CIN,Catcher,70,192.0,31.45
618,Chad_Moeller,CIN,Catcher,75,210.0,32.03
619,David_Ross,CIN,Catcher,74,205.0,29.95
620,Joey_Votto,CIN,First_Baseman,75,200.0,23.47
621,Scott_Hatteberg,CIN,First_Baseman,73,210.0,37.21
622,Brandon_Phillips,CIN,Second_Baseman,71,185.0,25.67
623,Juan_Castro,CIN,Shortstop,71,195.0,34.69
624,Alex_Gonzalez,CIN,Shortstop,72,202.0,30.04
625,Mark_Bellhorn,CIN,Third_Baseman,73,205.0,32.52
626,Edwin_Encarnacion,CIN,Third_Baseman,73,195.0,24.15
627,Jeff_Keppinger,CIN,Third_Baseman,72,180.0,26.86
628,Norris_Hopper,CIN,Outfielder,69,200.0,27.94
629,Chris_Denorfia,CIN,Outfielder,73,185.0,26.63
630,Adam_Dunn,CIN,Outfielder,78,240.0,27.31
631,Bubba_Crosby,CIN,Outfielder,71,185.0,30.55
632,Jeff_Conine,CIN,Outfielder,73,220.0,40.68
633,Ken_Griffey_Jr.,CIN,Outfielder,75,205.0,37.27
634,Josh_Hamilton,CIN,Outfielder,76,205.0,25.78
635,Ryan_Freel,CIN,Outfielder,70,180.0,30.98
636,Kyle_Lohse,CIN,Starting_Pitcher,74,201.0,28.41
637,Bronson_Arroyo,CIN,Starting_Pitcher,77,190.0,30.01
638,Eric_Milton,CIN,Starting_Pitcher,75,208.0,31.57
639,Aaron_Harang,CIN,Starting_Pitcher,79,240.0,28.81
641,Elizardo_Ramirez,CIN,Starting_Pitcher,72,180.0,24.09
642,Todd_Coffey,CIN,Relief_Pitcher,77,230.0,26.47
643,Brian_Shackelford,CIN,Relief_Pitcher,73,195.0,30.5
644,Bill_Bray,CIN,Relief_Pitcher,75,215.0,23.74
645,Bobby_Livingston,CIN,Relief_Pitcher,75,190.0,24.49
646,Matt_Belisle,CIN,Relief_Pitcher,75,195.0,26.73
647,Gary_Majewski,CIN,Relief_Pitcher,73,215.0,27.01
648,Mike_Stanton,CIN,Relief_Pitcher,73,215.0,39.75
649,Brad_Salmon,CIN,Relief_Pitcher,76,220.0,27.16
650,Jared_Burton,CIN,Relief_Pitcher,77,220.0,25.74
651,David_Weathers,CIN,Relief_Pitcher,75,230.0,37.43
652,Rheal_Cormier,CIN,Relief_Pitcher,70,195.0,39.85
653,Yorvit_Torrealba,COL,Catcher,71,190.0,28.62
654,Chris_Iannetta,COL,Catcher,71,195.0,23.9
655,Alvin_Colina,COL,Catcher,75,209.0,25.18
656,Todd_Helton,COL,First_Baseman,74,204.0,33.53
657,Jamey_Carroll,COL,Second_Baseman,69,170.0,33.03
658,Kaz_Matsui,COL,Second_Baseman,70,185.0,31.35
659,Troy_Tulowitzki,COL,Shortstop,75,205.0,22.39
660,Clint_Barmes,COL,Shortstop,72,175.0,27.99
661,Garrett_Atkins,COL,Third_Baseman,75,210.0,27.22
662,Ryan_Spilborghs,COL,Outfielder,73,190.0,27.49
663,Cory_Sullivan,COL,Outfielder,72,180.0,27.53
664,Jeff_Salazar,COL,Outfielder,72,180.0,26.26
665,Willy_Taveras,COL,Outfielder,72,160.0,25.18
666,Matt_Holliday,COL,Outfielder,76,235.0,27.12
667,Brad_Hawpe,COL,Outfielder,75,200.0,27.69
668,Jeff_Baker,COL,Outfielder,74,210.0,25.69
669,Javy_Lopez,COL,Designated_Hitter,75,224.0,36.32
670,Byung-Hyun_Kim,COL,Starting_Pitcher,69,180.0,28.11
671,Rodrigo_Lopez,COL,Starting_Pitcher,73,190.0,31.21
672,Brian_Lawrence,COL,Starting_Pitcher,72,197.0,30.8
673,Josh_Fogg,COL,Starting_Pitcher,72,203.0,30.21
674,Aaron_Cook,COL,Starting_Pitcher,75,205.0,28.06
675,Denny_Bautista,COL,Starting_Pitcher,77,170.0,26.52
676,Ubaldo_Jimenez,COL,Starting_Pitcher,76,200.0,23.1
677,Jason_Hirsh,COL,Starting_Pitcher,80,250.0,25.02
678,Jeff_Francis,COL,Starting_Pitcher,77,200.0,26.14
679,Taylor_Buchholz,COL,Starting_Pitcher,76,220.0,25.38
680,Ryan_Speier,COL,Relief_Pitcher,79,200.0,27.6
681,Ramon_Ramirez,COL,Relief_Pitcher,71,190.0,25.5
682,Manny_Corpas,COL,Relief_Pitcher,75,170.0,24.24
683,Juan_Morillo,COL,Relief_Pitcher,73,190.0,23.32
684,Brian_Fuentes,COL,Relief_Pitcher,76,220.0,31.56
685,LaTroy_Hawkins,COL,Relief_Pitcher,77,215.0,34.19
686,Tom_Martin,COL,Relief_Pitcher,73,206.0,36.78
687,Jeremy_Affeldt,COL,Relief_Pitcher,76,215.0,27.73
688,Paul_Lo_Duca,NYM,Catcher,70,185.0,34.88
689,Ramon_Castro,NYM,Catcher,75,235.0,31.0
690,Julio_Franco,NYM,First_Baseman,73,188.0,48.52
691,Carlos_Delgado,NYM,First_Baseman,75,230.0,34.68
692,Jose_Valentin,NYM,Second_Baseman,70,195.0,37.38
693,Anderson_Hernandez,NYM,Second_Baseman,69,168.0,24.33
694,Damion_Easley,NYM,Shortstop,71,190.0,37.3
695,Jose_Reyes,NYM,Shortstop,72,160.0,23.72
696,David_Wright,NYM,Third_Baseman,72,200.0,24.19
697,Ben_Johnson,NYM,Outfielder,73,200.0,25.7
698,Endy_Chavez,NYM,Outfielder,70,189.0,29.06
699,David_Newhan,NYM,Outfielder,70,180.0,33.48
700,Carlos_Beltran,NYM,Outfielder,73,190.0,29.85
701,Shawn_Green,NYM,Outfielder,76,200.0,34.3
702,Moises_Alou,NYM,Outfielder,75,220.0,40.66
703,Lastings_Milledge,NYM,Outfielder,72,187.0,21.9
704,Alay_Soler,NYM,Starting_Pitcher,73,240.0,27.39
705,Mike_Pelfrey,NYM,Starting_Pitcher,79,190.0,23.13
706,Pedro_Martinez,NYM,Starting_Pitcher,71,180.0,35.35
707,Tom_Glavine,NYM,Starting_Pitcher,72,185.0,40.93
708,Chan_Ho_Park,NYM,Starting_Pitcher,74,210.0,33.67
709,Orlando_Hernandez,NYM,Starting_Pitcher,74,220.0,37.39
710,Dave_Williams,NYM,Starting_Pitcher,74,219.0,27.97
711,Oliver_Perez,NYM,Starting_Pitcher,72,190.0,25.54
712,John_Maine,NYM,Starting_Pitcher,76,193.0,25.81
713,Marcos_Carvajal,NYM,Relief_Pitcher,76,175.0,22.53
714,Ambiorix_Burgos,NYM,Relief_Pitcher,72,180.0,22.86
715,Jason_Vargas,NYM,Relief_Pitcher,72,215.0,24.07
716,Jon_Adkins,NYM,Relief_Pitcher,71,210.0,29.5
717,Juan_Padilla,NYM,Relief_Pitcher,72,200.0,30.03
718,Duaner_Sanchez,NYM,Relief_Pitcher,72,190.0,27.38
719,Pedro_Feliciano,NYM,Relief_Pitcher,70,185.0,30.51
720,Aaron_Heilman,NYM,Relief_Pitcher,77,220.0,28.3
721,Jorge_Sosa,NYM,Relief_Pitcher,74,170.0,29.84
722,Scott_Schoeneweis,NYM,Relief_Pitcher,72,195.0,33.41
723,Guillermo_Mota,NYM,Relief_Pitcher,76,205.0,33.6
724,Billy_Wagner,NYM,Relief_Pitcher,71,195.0,35.6
725,Philip_Humber,NYM,Relief_Pitcher,76,210.0,24.19
726,Brad_Ausmus,HOU,Catcher,71,190.0,37.88
727,Humberto_Quintero,HOU,Catcher,73,190.0,27.56
728,Hector_Gimenez,HOU,Catcher,70,180.0,24.42
729,Lance_Berkman,HOU,First_Baseman,73,220.0,31.05
730,Mike_Lamb,HOU,First_Baseman,73,190.0,31.56
731,Mark_Loretta,HOU,Second_Baseman,72,186.0,35.55
732,Craig_Biggio,HOU,Second_Baseman,71,185.0,41.21
733,Brooks_Conrad,HOU,Second_Baseman,71,190.0,27.12
734,Chris_Burke,HOU,Second_Baseman,71,180.0,26.97
735,Eric_Bruntlett,HOU,Second_Baseman,72,190.0,28.92
736,Adam_Everett,HOU,Shortstop,72,170.0,30.06
737,Morgan_Ensberg,HOU,Third_Baseman,74,210.0,31.51
738,Carlos_Lee,HOU,Outfielder,74,240.0,30.69
739,Jason_Lane,HOU,Outfielder,74,220.0,30.19
740,Orlando_Palmeiro,HOU,Outfielder,71,180.0,38.11
741,Luke_Scott,HOU,Outfielder,72,210.0,28.68
742,Charlton_Jimerson,HOU,Outfielder,75,210.0,27.44
743,Fernando_Nieve,HOU,Starting_Pitcher,72,195.0,24.63
744,Wandy_Rodriguez,HOU,Starting_Pitcher,71,160.0,28.11
745,Brandon_Backe,HOU,Starting_Pitcher,72,180.0,28.9
746,Matt_Albers,HOU,Starting_Pitcher,72,205.0,24.11
747,Woody_Williams,HOU,Starting_Pitcher,72,200.0,40.53
748,Roy_Oswalt,HOU,Starting_Pitcher,72,185.0,29.5
749,Jason_Jennings,HOU,Starting_Pitcher,74,245.0,28.62
750,Miguel_Asencio,HOU,Relief_Pitcher,74,190.0,26.42
751,Brad_Lidge,HOU,Relief_Pitcher,77,210.0,30.18
752,Trever_Miller,HOU,Relief_Pitcher,75,200.0,33.75
753,David_Borkowski,HOU,Relief_Pitcher,73,200.0,30.06
754,Dan_Wheeler,HOU,Relief_Pitcher,75,222.0,29.22
755,Paul_Estrada,HOU,Relief_Pitcher,73,215.0,24.47
756,Lincoln_Holdzkom,HOU,Relief_Pitcher,76,240.0,24.94
757,Chris_Sampson,HOU,Relief_Pitcher,72,170.0,28.77
758,Chad_Qualls,HOU,Relief_Pitcher,77,220.0,28.54
759,Ezequiel_Astacio,HOU,Relief_Pitcher,75,156.0,27.32
760,Mike_Lieberthal,LA,Catcher,72,190.0,35.12
761,Russell_Martin,LA,Catcher,71,202.0,24.04
762,Olmedo_Saenz,LA,First_Baseman,71,221.0,36.39
763,James_Loney,LA,First_Baseman,75,200.0,22.81
764,Nomar_Garciaparra,LA,First_Baseman,72,190.0,33.6
765,Jeff_Kent,LA,Second_Baseman,73,210.0,38.98
766,Ramon_Martinez,LA,Second_Baseman,73,190.0,34.39
767,Marlon_Anderson,LA,Second_Baseman,71,200.0,33.15
768,Rafael_Furcal,LA,Shortstop,70,165.0,29.35
769,Wilson_Betemit,LA,Third_Baseman,75,190.0,26.59
770,Andy_LaRoche,LA,Third_Baseman,71,185.0,23.46
771,Matt_Kemp,LA,Outfielder,76,230.0,22.43
772,Andre_Ethier,LA,Outfielder,73,208.0,24.89
773,Delwyn_Young,LA,Outfielder,68,209.0,24.67
774,Jason_Repko,LA,Outfielder,71,175.0,26.17
775,Juan_Pierre,LA,Outfielder,72,180.0,29.54
776,Luis_Gonzalez,LA,Outfielder,74,200.0,39.49
777,Jason_Schmidt,LA,Starting_Pitcher,77,205.0,34.08
778,Randy_Wolf,LA,Starting_Pitcher,72,200.0,30.52
779,Brad_Penny,LA,Starting_Pitcher,76,250.0,28.77
780,Derek_Lowe,LA,Starting_Pitcher,78,210.0,33.75
781,Mark_Hendrickson,LA,Starting_Pitcher,81,230.0,32.69
782,Chad_Billingsley,LA,Starting_Pitcher,72,244.0,22.59
783,Takashi_Saito,LA,Relief_Pitcher,73,202.0,37.04
784,Jonathan_Broxton,LA,Relief_Pitcher,76,240.0,22.7
785,Hong-Chih_Kuo,LA,Relief_Pitcher,72,200.0,25.6
786,Eric_Stults,LA,Relief_Pitcher,72,215.0,27.23
787,Chin-Hui_Tsao,LA,Relief_Pitcher,74,177.0,25.74
788,Tim_Hamulack,LA,Relief_Pitcher,76,210.0,30.29
789,Yhency_Brazoban,LA,Relief_Pitcher,73,170.0,26.72
790,Brett_Tomko,LA,Relief_Pitcher,76,215.0,33.9
791,Joe_Beimel,LA,Relief_Pitcher,75,217.0,29.86
792,Elmer_Dessens,LA,Relief_Pitcher,70,198.0,36.13
793,Ryan_Budde,PHI,Catcher,71,200.0,27.54
794,Rod_Barajas,PHI,Catcher,74,220.0,31.49
795,Carlos_Ruiz,PHI,Catcher,72,170.0,28.1
796,Chris_Coste,PHI,Catcher,73,200.0,34.07
797,Ryan_Howard,PHI,First_Baseman,76,230.0,27.28
798,Wes_Helms,PHI,First_Baseman,76,231.0,30.8
799,Chase_Utley,PHI,Second_Baseman,73,183.0,28.2
800,Danny_Sandoval,PHI,Second_Baseman,71,192.0,27.9
801,Jimmy_Rollins,PHI,Shortstop,68,167.0,28.26
802,Abraham_Nu?ez,PHI,Third_Baseman,71,190.0,30.96
803,Michael_Bourn,PHI,Outfielder,71,180.0,24.18
804,Chris_Roberson,PHI,Outfielder,74,180.0,27.52
805,Jayson_Werth,PHI,Outfielder,77,215.0,27.78
806,Shane_Victorino,PHI,Outfielder,69,160.0,26.25
807,Aaron_Rowand,PHI,Outfielder,72,205.0,29.5
808,Pat_Burrell,PHI,Outfielder,76,223.0,30.39
809,Greg_Dobbs,PHI,Designated_Hitter,73,205.0,28.66
810,Cole_Hamels,PHI,Starting_Pitcher,75,175.0,23.18
811,Alfredo_Simon,PHI,Starting_Pitcher,76,170.0,25.81
812,Scott_Mathieson,PHI,Starting_Pitcher,75,190.0,23.01
813,Freddy_Garcia,PHI,Starting_Pitcher,76,240.0,31.72
814,Jamie_Moyer,PHI,Starting_Pitcher,72,175.0,44.28
815,Jon_Lieber,PHI,Starting_Pitcher,74,230.0,36.91
816,Brett_Myers,PHI,Starting_Pitcher,76,223.0,26.54
817,Adam_Eaton,PHI,Starting_Pitcher,74,196.0,29.27
818,Geoff_Geary,PHI,Relief_Pitcher,72,167.0,30.51
819,Clay_Condrey,PHI,Relief_Pitcher,75,195.0,31.28
820,Ryan_Madson,PHI,Relief_Pitcher,78,190.0,26.51
821,Antonio_Alfonseca,PHI,Relief_Pitcher,77,250.0,34.87
822,Tom_Gordon,PHI,Relief_Pitcher,70,190.0,39.28
823,Brian_Sanches,PHI,Relief_Pitcher,72,190.0,28.56
824,Jim_Ed_Warden,PHI,Relief_Pitcher,79,190.0,27.82
825,Anderson_Garcia,PHI,Relief_Pitcher,74,170.0,25.94
826,Eude_Brito,PHI,Relief_Pitcher,71,160.0,28.53
827,Fabio_Castro,PHI,Relief_Pitcher,68,150.0,22.11
828,Matt_Smith,PHI,Relief_Pitcher,77,225.0,27.71
829,Damian_Miller,MLW,Catcher,75,220.0,37.38
830,Johnny_Estrada,MLW,Catcher,71,209.0,30.67
831,Mike_Rivera,MLW,Catcher,72,210.0,30.48
832,J.D._Closser,MLW,Catcher,70,176.0,27.12
